software_unit_id,file,line,end_line,qualified_function,visibility,function_summary,detailed_design_evidence,interface_evidence,requirements_architecture_trace,document_references,unit_verification_trace,test_references,aspice_document_verdict,linked_findings
SWU-E4D9BF91CA,src/data/sources/jin10_feed.py,69,81,_cached,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-54E278DDF4,src/data/sources/jin10_feed.py,84,97,_iter_rows,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-71917BCD45,src/data/sources/jin10_feed.py,100,101,_is_relevant,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-81D80410A1,src/data/sources/jin10_feed.py,104,115,_parse_flash_item,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-99163599FB,src/data/sources/jin10_feed.py,118,133,_parse_article_item,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6AC6FD360C,src/data/sources/jin10_feed.py,136,159,_parse_calendar_row,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-4CE9F1E780,src/data/sources/jin10_feed.py,162,186,_collect_items,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-E38A05CB72,src/data/sources/jin10_feed.py,189,210,fetch_jin10_flash,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-E26F91DAA9,src/data/sources/jin10_feed.py,196,197,fetch_jin10_flash._pull,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-FA951F8508,src/data/sources/jin10_feed.py,213,236,fetch_jin10_articles,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-82911D6A6C,src/data/sources/jin10_feed.py,220,223,fetch_jin10_articles._pull,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-8780D21897,src/data/sources/jin10_feed.py,239,266,fetch_jin10_calendar,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-BD5C7672D7,src/data/sources/jin10_feed.py,243,244,fetch_jin10_calendar._pull,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-051831AC48,src/data/sources/jin10_feed.py,269,277,fetch_jin10_risk_events,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-BB6EF855AA,src/data/sources/jin10_feed.py,280,315,fetch_jin10_bundle,public,Pull flash + articles + calendar in one call.,有函数说明,完整注解,存在符号级文档引用,docs/operations/integrations/jin10-mcp.md,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-部分满足,
SWU-B4EF16EE9F,src/data/sources/jin10_feed.py,321,340,fetch_jin10_quote,public,XAUUSD spot quote via Jin10 MCP get_quote (cached).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE
SWU-67EF031B31,src/data/sources/jin10_feed.py,329,330,fetch_jin10_quote._pull,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-FBCED9BBE7,src/data/sources/jin10_feed.py,343,364,_normalize_kline_bars,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-759EAF2C78,src/data/sources/jin10_feed.py,367,400,fetch_jin10_kline,public,XAUUSD K-line via Jin10 MCP get_kline (cached).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE
SWU-C4ACAB9575,src/data/sources/jin10_feed.py,386,390,fetch_jin10_kline._pull,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-A697C9BE9D,src/data/sources/jin10_mcp_client.py,25,50,_parse_sse,internal,Parse Jin10 MCP SSE — payload may span multiple physical lines.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-78F0060E7A,src/data/sources/jin10_mcp_client.py,53,68,_pick_data,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-84897C5CCE,src/data/sources/jin10_mcp_client.py,72,77,Jin10McpClient.__init__,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-45A198880A,src/data/sources/jin10_mcp_client.py,79,86,Jin10McpClient._headers,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-9CB066A5E9,src/data/sources/jin10_mcp_client.py,88,90,Jin10McpClient._next_id,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-48E026A8BB,src/data/sources/jin10_mcp_client.py,92,134,Jin10McpClient._post,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-72BB9B66CE,src/data/sources/jin10_mcp_client.py,136,152,Jin10McpClient.connect,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_llm_client_timeouts.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-F9D2C12D6E,src/data/sources/jin10_mcp_client.py,154,165,Jin10McpClient.call_tool,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-6B5241464F,src/data/sources/jin10_mcp_client.py,168,179,get_jin10_client,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-57BE12AE7A,src/data/sources/jin10_mcp_client.py,182,183,jin10_call_tool,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-9A59422023,src/data/sources/macro.py,17,21,_daily_change,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-E016877E87,src/data/sources/macro.py,24,37,_gold_bias_from_change,internal,"Return (impact text fragment, gold bias). invert=True for DXY (up hurts gold).",有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-708B026267,src/data/sources/macro.py,40,64,fetch_dxy_quote,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-7BBBAADF8C,src/data/sources/macro.py,67,91,fetch_us10y_quote,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-777BC4DF7E,src/data/sources/macro.py,94,100,fetch_macro_quotes,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_team.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-55497EF40F,src/data/sources/market.py,16,17,MarketDataSource.__init__,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-EEFF26C071,src/data/sources/market.py,19,55,MarketDataSource.fetch_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-495F172DB6,src/data/sources/news.py,12,29,_bundle_to_external,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1E1D7D437A,src/data/sources/news.py,32,88,external_to_evidence,public,Build news evidence from pre-fetched ExternalFactors (no re-fetch).,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-AD19EB744E,src/data/sources/news.py,94,95,NewsDataSource.fetch_external,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-DE57FB8E2A,src/data/sources/news.py,97,100,NewsDataSource.fetch_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-95201E57FD,src/data/sources/social.py,14,26,SocialDataSource.fetch_external,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-99EAFC0124,src/data/sources/social.py,28,30,SocialDataSource.fetch_external_summary,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-AAD92EC141,src/data/sources/social.py,32,63,SocialDataSource.fetch_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-CAABB05BC5,src/data/sources/social_feed.py,29,38,_tv_headers,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-A3DFEFA187,src/data/sources/social_feed.py,41,44,_score_text,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-90FEED0DB0,src/data/sources/social_feed.py,47,61,_flatten_ast,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-73C783A893,src/data/sources/social_feed.py,64,74,_idea_bias,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-B89E173F01,src/data/sources/social_feed.py,77,78,_mind_bias,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-F4BB9EAD13,src/data/sources/social_feed.py,81,106,parse_tv_ideas,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-B5DC3CE070,src/data/sources/social_feed.py,109,133,parse_tv_minds,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-CF2373671F,src/data/sources/social_feed.py,136,139,_fetch_tv_json,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-B06D0A1526,src/data/sources/social_feed.py,142,146,_collect_posts,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-C35DFF8BFE,src/data/sources/social_feed.py,149,191,_summarize,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-E5DA3D3910,src/data/sources/social_feed.py,194,240,fetch_social_sentiment,public,"Return (summary text, evidence rows, refs).",有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE
SWU-00FC6618ED,src/data/tradingview.py,36,37,_read_system_proxy,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
